city,zone,rainfall_mm,drainage_capacity,population_density,traffic_index,road_condition_rating,critical_infrastructure_count,rainfall,drainage_capacity_pct,population,traffic,road_condition,critical_infrastructure,drainage_overflow_ratio,road_vulnerability,flood_risk_score,flood_risk_target,target
Kochi,Aluva Periyar Bank,175.93,40.04,54907,71.13,3.94,3,175.93,40.04,54907,71.13,3.94,3,4.3934,0.6065,0.98,1,1
Kochi,Kalamassery Lowlands,105.81,34.19,41097,74.27,5.98,6,105.81,34.19,41097,74.27,5.98,6,3.0944,0.4022,0.98,1,1
Kochi,Kochi MG Road,134.01,35.23,24663,74.51,4.71,2,134.01,35.23,24663,74.51,4.71,2,3.8042,0.5295,0.98,1,1
Kochi,Aluva Periyar Bank,290.03,47.25,67651,47.05,4.53,2,290.03,47.25,67651,47.05,4.53,2,6.1376,0.5473,0.98,1,1
Kochi,Aluva Periyar Bank,150.02,30.91,29257,80.42,4.87,4,150.02,30.91,29257,80.42,4.87,4,4.8529,0.5132,0.98,1,1
Kochi,Edappally Canal,107.99,58.61,60676,82.11,6.36,6,107.99,58.61,60676,82.11,6.36,6,1.8424,0.3644,0.98,1,1
Kochi,Aluva Periyar Bank,188.9,59.33,53916,64.13,6.86,5,188.9,59.33,53916,64.13,6.86,5,3.1838,0.314,0.98,1,1
Kochi,Aluva Periyar Bank,185.5,67.19,13425,82.09,4.99,2,185.5,67.19,13425,82.09,4.99,2,2.7609,0.5011,0.98,1,1
Kochi,Kochi MG Road,57.27,48.51,64216,80.23,6.32,3,57.27,48.51,64216,80.23,6.32,3,1.1807,0.3682,0.7881,1,1
Kochi,Kalamassery Lowlands,309.93,56.25,21721,64.57,4.37,5,309.93,56.25,21721,64.57,4.37,5,5.5102,0.5631,0.98,1,1
Kochi,Aluva Periyar Bank,75.04,28.88,37761,87.96,4.29,2,75.04,28.88,37761,87.96,4.29,2,2.5985,0.5709,0.98,1,1
Kochi,Aluva Periyar Bank,106.28,59.64,56380,64.67,5.34,6,106.28,59.64,56380,64.67,5.34,6,1.7819,0.4659,0.98,1,1
Kochi,Kalamassery Lowlands,100.33,34.36,19764,81.11,5.86,5,100.33,34.36,19764,81.11,5.86,5,2.9197,0.4138,0.98,1,1
Kochi,Kochi MG Road,29.28,35.64,50409,37.9,4.6,6,29.28,35.64,50409,37.9,4.6,6,0.8217,0.5402,0.6142,1,1
Kochi,Aluva Periyar Bank,195.68,33.72,34419,81.36,7.22,5,195.68,33.72,34419,81.36,7.22,5,5.803,0.2776,0.98,1,1
Kochi,Kalamassery Lowlands,260.38,35.18,58144,40.65,6.1,2,260.38,35.18,58144,40.65,6.1,2,7.4023,0.3902,0.98,1,1
Kochi,Edappally Canal,299.06,35.64,41290,42.85,3.44,4,299.06,35.64,41290,42.85,3.44,4,8.3906,0.6556,0.98,1,1
Kochi,Aluva Periyar Bank,148.48,59.98,25806,85.77,6.71,6,148.48,59.98,25806,85.77,6.71,6,2.4752,0.3291,0.98,1,1
Kochi,Kalamassery Lowlands,76.2,24.99,44222,35.68,6.58,2,76.2,24.99,44222,35.68,6.58,2,3.0495,0.342,0.98,1,1
Kochi,Edappally Canal,290.76,62.98,42984,77.9,6.6,3,290.76,62.98,42984,77.9,6.6,3,4.6171,0.3399,0.98,1,1
Kochi,Kalamassery Lowlands,244.52,57.39,21969,77.99,3.89,3,244.52,57.39,21969,77.99,3.89,3,4.261,0.6112,0.98,1,1
Kochi,Kalamassery Lowlands,170.78,65.93,58404,43.3,4.65,4,170.78,65.93,58404,43.3,4.65,4,2.5905,0.535,0.98,1,1
Kochi,Kalamassery Lowlands,70.43,68.4,12788,66.34,6.24,3,70.43,68.4,12788,66.34,6.24,3,1.0296,0.3764,0.6646,1,1
Kochi,Edappally Canal,169.64,40.06,39331,47.02,7.19,2,169.64,40.06,39331,47.02,7.19,2,4.2344,0.2808,0.98,1,1
Kochi,Kalamassery Lowlands,247.67,20.97,58910,61.93,6.31,2,247.67,20.97,58910,61.93,6.31,2,11.8105,0.369,0.98,1,1
Kochi,Kochi MG Road,89.45,63.64,34686,39.12,5.4,6,89.45,63.64,34686,39.12,5.4,6,1.4056,0.4604,0.9015,1,1
Kochi,Aluva Periyar Bank,76.2,48.9,20859,48.99,4.92,6,76.2,48.9,20859,48.99,4.92,6,1.5582,0.5076,0.9036,1,1
Kochi,Kalamassery Lowlands,148.88,29.64,31551,60.74,6.17,6,148.88,29.64,31551,60.74,6.17,6,5.0227,0.3831,0.98,1,1
Kochi,Aluva Periyar Bank,27.79,23.76,13155,59.67,7.24,4,27.79,23.76,13155,59.67,7.24,4,1.1697,0.2756,0.7195,1,1
Kochi,Kalamassery Lowlands,156.27,65.04,66545,79.25,6.4,2,156.27,65.04,66545,79.25,6.4,2,2.4027,0.3599,0.98,1,1
Kochi,Kochi MG Road,56.82,25.77,57241,51.96,4.9,6,56.82,25.77,57241,51.96,4.9,6,2.2047,0.5102,0.98,1,1
Kochi,Kalamassery Lowlands,126.53,33.7,17773,80.13,5.17,6,126.53,33.7,17773,80.13,5.17,6,3.7543,0.4826,0.98,1,1
Kochi,Edappally Canal,303.69,30.03,63490,69.37,4.71,5,303.69,30.03,63490,69.37,4.71,5,10.1134,0.5292,0.98,1,1
Kochi,Edappally Canal,53.18,60.61,57615,37.57,3.95,5,53.18,60.61,57615,37.57,3.95,5,0.8774,0.6054,0.6614,1,1
Kochi,Edappally Canal,200.43,21.98,47912,55.26,4.27,3,200.43,21.98,47912,55.26,4.27,3,9.1197,0.5732,0.98,1,1
Kochi,Edappally Canal,70.29,22.67,68176,60.18,4.43,6,70.29,22.67,68176,60.18,4.43,6,3.1003,0.5572,0.98,1,1
Kochi,Kochi MG Road,166.92,35.5,19737,66.43,5.42,5,166.92,35.5,19737,66.43,5.42,5,4.7016,0.458,0.98,1,1
Kochi,Edappally Canal,63.9,31.43,25050,86.59,6.56,2,63.9,31.43,25050,86.59,6.56,2,2.033,0.3442,0.98,1,1
Kochi,Edappally Canal,283.88,24.66,21852,78.43,4.62,4,283.88,24.66,21852,78.43,4.62,4,11.5141,0.5381,0.98,1,1
Kochi,Kalamassery Lowlands,170.05,35.95,30205,85.55,5.89,5,170.05,35.95,30205,85.55,5.89,5,4.7298,0.4111,0.98,1,1
Kochi,Kochi MG Road,222.02,65.14,60940,70.0,5.12,5,222.02,65.14,60940,70.0,5.12,5,3.4083,0.4881,0.98,1,1
Kochi,Kochi MG Road,142.8,47.33,62762,43.88,4.71,5,142.8,47.33,62762,43.88,4.71,5,3.0171,0.5294,0.98,1,1
Kochi,Kochi MG Road,62.75,53.61,53621,63.44,7.21,2,62.75,53.61,53621,63.44,7.21,2,1.1705,0.2793,0.7231,1,1
Kochi,Kalamassery Lowlands,36.48,60.24,17295,80.29,6.61,2,36.48,60.24,17295,80.29,6.61,2,0.6056,0.339,0.5288,0,0
Kochi,Kochi MG Road,222.75,27.98,58371,65.73,6.0,4,222.75,27.98,58371,65.73,6.0,4,7.9607,0.3998,0.98,1,1
Kochi,Aluva Periyar Bank,36.06,29.34,46416,54.54,6.11,6,36.06,29.34,46416,54.54,6.11,6,1.229,0.3895,0.8339,1,1
Kochi,Kalamassery Lowlands,177.06,20.01,24363,70.82,4.12,2,177.06,20.01,24363,70.82,4.12,2,8.8478,0.5881,0.98,1,1
Kochi,Kochi MG Road,227.1,21.05,23663,47.79,3.35,4,227.1,21.05,23663,47.79,3.35,4,10.7872,0.6647,0.98,1,1
Kochi,Edappally Canal,238.08,47.53,36256,51.42,6.86,6,238.08,47.53,36256,51.42,6.86,6,5.0086,0.3136,0.98,1,1
Kochi,Kalamassery Lowlands,233.82,50.84,65911,43.07,6.0,3,233.82,50.84,65911,43.07,6.0,3,4.5987,0.4,0.98,1,1
Kochi,Edappally Canal,191.95,49.34,34891,80.76,7.13,5,191.95,49.34,34891,80.76,7.13,5,3.8904,0.2874,0.98,1,1
Kochi,Kalamassery Lowlands,209.12,27.53,13725,39.15,6.1,2,209.12,27.53,13725,39.15,6.1,2,7.596,0.3903,0.98,1,1
Kochi,Kochi MG Road,83.48,44.35,22055,78.96,4.36,4,83.48,44.35,22055,78.96,4.36,4,1.8821,0.5638,0.98,1,1
Kochi,Kochi MG Road,278.03,42.76,28365,82.68,7.1,3,278.03,42.76,28365,82.68,7.1,3,6.5028,0.2901,0.98,1,1
Kochi,Kalamassery Lowlands,217.97,58.93,23415,58.85,4.52,3,217.97,58.93,23415,58.85,4.52,3,3.6991,0.548,0.98,1,1
Kochi,Kalamassery Lowlands,129.04,41.62,26915,86.57,4.0,6,129.04,41.62,26915,86.57,4.0,6,3.1003,0.6003,0.98,1,1
Kochi,Aluva Periyar Bank,41.61,66.06,63936,64.51,6.32,5,41.61,66.06,63936,64.51,6.32,5,0.6299,0.3678,0.5313,0,0
Kochi,Edappally Canal,34.39,49.51,12010,67.79,4.39,2,34.39,49.51,12010,67.79,4.39,2,0.6947,0.5606,0.4468,0,0
Kochi,Kalamassery Lowlands,50.92,66.16,51963,58.97,3.19,3,50.92,66.16,51963,58.97,3.19,3,0.7696,0.6806,0.6906,1,1
Kochi,Kochi MG Road,211.46,33.77,64805,35.49,3.91,5,211.46,33.77,64805,35.49,3.91,5,6.2614,0.6094,0.98,1,1
Kochi,Kalamassery Lowlands,199.82,33.08,33534,60.76,5.99,3,199.82,33.08,33534,60.76,5.99,3,6.0398,0.4012,0.98,1,1
Kochi,Kochi MG Road,85.43,25.25,16394,45.14,5.33,5,85.43,25.25,16394,45.14,5.33,5,3.3828,0.4673,0.98,1,1
Kochi,Edappally Canal,118.16,20.54,43100,65.31,7.08,6,118.16,20.54,43100,65.31,7.08,6,5.7529,0.2916,0.98,1,1
Kochi,Kalamassery Lowlands,141.86,44.1,58607,38.7,5.15,3,141.86,44.1,58607,38.7,5.15,3,3.2167,0.4846,0.98,1,1
Kochi,Kalamassery Lowlands,239.42,65.58,25895,70.58,3.73,3,239.42,65.58,25895,70.58,3.73,3,3.6508,0.627,0.98,1,1
Kochi,Aluva Periyar Bank,245.78,33.24,65112,73.16,6.39,6,245.78,33.24,65112,73.16,6.39,6,7.394,0.3608,0.98,1,1
Kochi,Aluva Periyar Bank,201.08,58.5,17344,47.68,4.26,3,201.08,58.5,17344,47.68,4.26,3,3.4373,0.5738,0.98,1,1
Kochi,Kalamassery Lowlands,115.76,56.55,35396,74.06,3.32,3,115.76,56.55,35396,74.06,3.32,3,2.0471,0.6685,0.98,1,1
Kochi,Edappally Canal,167.38,41.93,14015,37.75,6.87,5,167.38,41.93,14015,37.75,6.87,5,3.9922,0.3131,0.98,1,1
Kochi,Kalamassery Lowlands,277.75,38.92,13754,53.89,3.45,6,277.75,38.92,13754,53.89,3.45,6,7.1368,0.6546,0.98,1,1
Kochi,Edappally Canal,210.99,42.8,43075,61.58,4.05,5,210.99,42.8,43075,61.58,4.05,5,4.9291,0.5949,0.98,1,1
Kochi,Edappally Canal,90.01,66.11,47950,44.32,3.65,3,90.01,66.11,47950,44.32,3.65,3,1.3615,0.6348,0.8442,1,1
Kochi,Edappally Canal,184.57,44.32,30101,75.15,6.64,4,184.57,44.32,30101,75.15,6.64,4,4.1644,0.3356,0.98,1,1
Kochi,Kalamassery Lowlands,157.67,33.25,60466,54.56,3.61,3,157.67,33.25,60466,54.56,3.61,3,4.7413,0.639,0.98,1,1
Kochi,Kochi MG Road,57.09,66.7,16893,61.01,4.97,4,57.09,66.7,16893,61.01,4.97,4,0.856,0.5026,0.6815,1,1
Kochi,Edappally Canal,282.22,63.61,28679,80.28,6.52,4,282.22,63.61,28679,80.28,6.52,4,4.4369,0.3483,0.98,1,1
Kochi,Kalamassery Lowlands,55.61,25.06,57382,83.35,7.26,6,55.61,25.06,57382,83.35,7.26,6,2.2194,0.2743,0.98,1,1
Kochi,Kochi MG Road,97.73,62.92,28105,40.83,7.26,3,97.73,62.92,28105,40.83,7.26,3,1.5531,0.2737,0.8385,1,1
